,val_loss,val_acc,loss,acc
0,3.133918194770813,0.13389999967068433,3.2407767295837404,0.12566666658967734
1,2.7114792120456697,0.22189999889582396,2.9416862527529397,0.16773333345850308
2,2.342765599489212,0.31350000157952307,2.543483831087748,0.26839999968806905
3,2.1167276257276537,0.37970000110566615,2.218241048256556,0.354466668566068
4,1.9439259093999863,0.42529999911785127,1.9975282923380533,0.4109999998410543
5,1.8105273753404618,0.4733999975025654,1.866533546447754,0.4513333330551783
6,1.700359748005867,0.5013999991118908,1.7560257256031035,0.4862666655580203
7,1.6509095847606658,0.5190999989211559,1.6389823774496715,0.5211333340406418
8,1.51124651491642,0.5517000006139279,1.5681575485070547,0.5381999998291334
9,1.4356541013717652,0.5851000030338764,1.5074284571409224,0.5615333353479703
10,1.419332376718521,0.5834000033140182,1.4444314436117809,0.5744666684667269
11,1.3706911513209343,0.5939000010490417,1.418114057779312,0.5846000012755393
12,1.3170470348000527,0.6113000044226646,1.3427426610390345,0.6062000031272571
13,1.305416277050972,0.6199000033736229,1.2974877560138702,0.6182000041007996
14,1.2640391924977303,0.6303000064194202,1.2890280121564865,0.6184000032146771
15,1.2336847376823425,0.6425000040233135,1.2351465769608816,0.637000002861023
16,1.1819296005368232,0.6494000050425529,1.2228219272692997,0.6374666710694631
17,1.1308605089783668,0.6682000041007996,1.1765107915798823,0.6500666721661885
18,1.1323114374279977,0.6731000050902367,1.1457477504014968,0.6626666720708211
19,1.1229140895605088,0.664500005543232,1.1432475419839223,0.6626000070571899
20,1.0935490822792053,0.6786000058054924,1.1202246375878653,0.6690666703383128
21,1.0804150196909905,0.6778000056743622,1.0851779093345006,0.6801333378752072
22,1.0297515657544136,0.6961000046133995,1.0749802088737488,0.6829333372910817
23,1.059534104168415,0.6929000040888786,1.071195699373881,0.6807333352168401
24,1.0360669952630996,0.6908000044524669,1.049782282114029,0.6859333370129267
25,1.004070790708065,0.7023000016808509,1.0148757992188135,0.7038666713237762
26,1.0486181664466858,0.6939000043272973,1.029015262524287,0.6917333380381266
27,0.988644791841507,0.7059000036120415,0.9849050736427307,0.7051333363850911
28,0.9886064097285271,0.7042000022530556,0.9870159949858983,0.7074666714668274
29,0.9475236049294472,0.7269000002741813,0.9736492763956388,0.7080000027020772
30,0.962836611866951,0.7210000014305115,0.9671005457639694,0.7079333355029424
31,0.9211411112546921,0.724400002360344,0.9398903542757034,0.7218666690587997
32,0.8986526381969452,0.7305000022053718,0.9410794213414192,0.7232666673262914
33,0.9213677680492401,0.7249000024795532,0.9528409893314044,0.716466668844223
34,0.9226479014754295,0.7227000030875206,0.9213543251156807,0.7276000028848648
35,0.894210557937622,0.7352000004053116,0.8989837842186292,0.7312666666507721
36,0.8853766998648643,0.7353999996185303,0.8947443754474322,0.7357333354155222
37,0.8810175248980522,0.7371000023186207,0.8861106975873312,0.7327333347002665
38,0.8626149743795395,0.745,0.8898647049069405,0.7311333358287812
39,0.8330163145065308,0.748500000834465,0.8762045795718829,0.7405999986330668
40,0.8754818324744701,0.7386000004410743,0.8726432782411575,0.7365333332618078
41,0.8570757561922073,0.7498999983072281,0.8614743350942929,0.7420666660865148
42,0.8371286870539189,0.7504999998211861,0.8542760555942853,0.7441333343585332
43,0.832781968563795,0.7478999996185303,0.8483938125769297,0.7424666649103164
44,0.829184013903141,0.751899998486042,0.8322280926505724,0.7523333326975504
45,0.8862453012168408,0.7391000008583068,0.8270311506589254,0.7573999991019567
46,0.8175765296816826,0.7606999981403351,0.8282826554775238,0.752333333492279
47,0.8159917306900024,0.7569999980926514,0.8352234456936518,0.7507333332300186
48,0.8065281413495541,0.7632999995350838,0.8022411633531252,0.759266664981842
49,0.7817779695987701,0.7641999983787536,0.807651168803374,0.762133332490921
50,0.7911883103847503,0.7684999966621399,0.810175767938296,0.7578666667143504
51,0.7724758049845696,0.7678999975323677,0.8016757007439931,0.7573333348830541
52,0.811252212524414,0.7574000003933906,0.8188713193933169,0.7514000008503596
53,0.7760714440047741,0.7749999976158142,0.7961930345495541,0.7625333307186762
54,0.7641870664060115,0.7692999973893165,0.7815786107381185,0.7635999997456868
55,0.7695399296283721,0.7722999981045723,0.7797988486289978,0.7609333310524623
56,0.78213188290596,0.7669999986886978,0.7764739516377449,0.7687333311637242
57,0.7643322795629501,0.778999996483326,0.7875090278188388,0.7649999972184499
58,0.7913176041841506,0.759700001180172,0.763668809334437,0.769733330408732
59,0.7805223944783211,0.7677999961376191,0.7708928156892458,0.770999996860822
60,0.7478279288113118,0.7764999973773956,0.7737814006209374,0.7707333314418793
61,0.7284275843203067,0.7772999966144561,0.7487822463115056,0.7705333296457927
62,0.7416245092451572,0.7745999968051911,0.7343773691852887,0.7814666624863943
63,0.7426688833534718,0.7805999961495399,0.7775677500168482,0.766466663479805
64,0.7470038978755474,0.7760999968647957,0.7562128928303719,0.7741333323717118
65,0.7357165944576264,0.7751999953389168,0.7616299735506376,0.7713999980688095
66,0.7296224841475487,0.7861999970674515,0.7472675617535909,0.7746666626135508
67,0.7250561714172363,0.7840999963879586,0.7459120543797811,0.7765999978780747
68,0.7144585473835469,0.784699994623661,0.7338871876398723,0.7821333305040995
69,0.7437823444604874,0.7755999955534935,0.720903056661288,0.7804666648308436
70,0.6951630379259587,0.7903999954462051,0.7243236209948858,0.7847333288192749
71,0.7319974875450135,0.7831999984383583,0.7263924037416776,0.7801333298285802
72,0.716759275496006,0.7880999973416328,0.7116485889752706,0.7877999941507975
73,0.7137728729844093,0.7921999961137771,0.7207799367109935,0.7831333303451538
74,0.725195838212967,0.781199996471405,0.7254728304346403,0.7824666635195414
75,0.7092354144155979,0.7883999985456467,0.7236808568239212,0.779733330408732
76,0.7291119730472565,0.7860999980568886,0.7238292734821637,0.7816666632890701
77,0.6929788722097874,0.7903999981284141,0.708549907207489,0.787199995915095
78,0.7047696714103222,0.7914999949932099,0.7102252900600433,0.785266663034757
79,0.6786512026190757,0.7984999957680702,0.7045877003669738,0.7895333292086919
80,0.6946337163448334,0.7931999945640564,0.698194023668766,0.7924666615327199
81,0.6960257738828659,0.7860999971628189,0.6996829502781232,0.7893333288033804
82,0.690209515094757,0.7921999964118004,0.7001224028070768,0.786199996471405
83,0.6884314240515232,0.7921999943256378,0.6996677403648695,0.7903333290417989
84,0.7029939438402653,0.7899999952316284,0.7016821108261744,0.787599996527036
85,0.7078498449921607,0.7855999967455864,0.6850482028722763,0.7944666634003321
86,0.709187427610159,0.7879999968409538,0.7050662851333618,0.7889333293835322
87,0.6521248930692672,0.800899994969368,0.6776902790864309,0.7977333295345307
88,0.6989898830652237,0.7881999960541726,0.7129432929555575,0.7881999947627385
89,0.6978455795347691,0.7890999972820282,0.6713484942913055,0.7961333272854487
90,0.7021330906450749,0.7882999950647354,0.6758626107374827,0.7966666628917058
91,0.6857670487463474,0.7856999981403351,0.6802028185129165,0.798333327571551
92,0.682683008313179,0.7933999958634377,0.6872176976005236,0.7958666630585989
93,0.685171310454607,0.7958999970555305,0.6782397369543711,0.799133329987526
94,0.688202908039093,0.7978999948501587,0.6742899211247763,0.7934666619698206
95,0.709595857411623,0.7866999962925911,0.6814899650216103,0.796399996081988
96,0.6868700790405273,0.7921999937295914,0.6703036313255628,0.7971333279212316
97,0.7082946917414665,0.7878999945521354,0.6580583145221074,0.7991333280007045
98,0.6609807205200195,0.7980999958515167,0.6660909244418144,0.801133328874906
99,0.6835401764512062,0.7913999953866004,0.640181723088026,0.8058666616678238
100,0.6538003954291344,0.8106999948620797,0.6523472099999587,0.8042666620016098
101,0.668855094909668,0.793699996471405,0.6635625938574473,0.7984666617711386
102,0.6568171519041062,0.8033999961614608,0.6643820625543594,0.8017999957005183
103,0.6521812361478806,0.803999993801117,0.6735416753093402,0.7965333280960719
104,0.6973393973708153,0.7891999971866608,0.6580811511476835,0.8033333303531011
105,0.6578436101973056,0.7952999970316887,0.6596095525225003,0.801133329073588
106,0.6816103954613209,0.7955999961495399,0.629463043709596,0.8079999965429306
107,0.6449336218088866,0.8054999947547913,0.661881356537342,0.7981333293517431
108,0.6515026634931564,0.8070999950170517,0.6571086157361666,0.8022666613260905
109,0.6656905852258206,0.7952999958395958,0.6366095760961373,0.80499999721845
110,0.6647904190421104,0.7973999959230423,0.6329768640299638,0.8115999960899353
111,0.6657313545048237,0.8014999961853028,0.6585196023186047,0.8025999943415324
112,0.661358679831028,0.8007999965548516,0.6636363104979197,0.8019999953111013
113,0.6782844810187817,0.7978999972343445,0.6502500015497208,0.8049999952316285
114,0.6680854460597039,0.7977999970316887,0.6476620109875997,0.8071999961137771
115,0.6503455883264542,0.7986999979615211,0.641975962271293,0.8077999953428904
116,0.6529665391147137,0.8046999955177307,0.6365981355309487,0.8076666607459386
117,0.7076943220198154,0.7838999977707863,0.6476592304309209,0.8098666606346766
118,0.6366621631383896,0.8040999945998192,0.6427491947511832,0.8061999962727229
119,0.6357609674334526,0.8080999958515167,0.6482530075311661,0.8031333283583323
120,0.6478573213517665,0.8041999930143356,0.6516861529648303,0.8045999944210053
121,0.6263036562502384,0.813999996483326,0.6455034338434538,0.8081333267688752
122,0.6198189702630043,0.8083999940752983,0.6450007647275925,0.8062666616837184
123,0.6387311160564423,0.8108999946713448,0.6498570992549261,0.8061333294709524
124,0.641941047757864,0.8074999952316284,0.6571353756388029,0.8045999958117803
125,0.6276706977188587,0.8107999968528747,0.6387906121710937,0.8092666620016098
126,0.6361969165503979,0.8112999933958054,0.6334120840827624,0.8095333286126455
127,0.6236903768777847,0.8181999951601029,0.615694588025411,0.816866660118103
128,0.6505255807936191,0.7964999949932099,0.6368657969435056,0.8099333284298579
129,0.6220187869668007,0.8105999958515168,0.6356173563500246,0.8079999947547912
130,0.6441784298419952,0.8051999959349633,0.6194946331779162,0.8163333288828531
131,0.6579371193051338,0.7929999956488609,0.6296895281473796,0.81046666264534
132,0.6118749724328518,0.8163999941945076,0.6169906421502431,0.8153333270549774
133,0.6181377421319485,0.8115999940037727,0.6134907251099745,0.8138666607936224
134,0.5940265055000782,0.8223999959230422,0.6191246549288432,0.814133327404658
135,0.6071580502390862,0.8127999937534333,0.6158559559285641,0.8179999955495199
136,0.6245177394896746,0.8151999950408936,0.628071770866712,0.809599996805191
137,0.612355567663908,0.8174999958276749,0.6077408399184545,0.8146666608254115
138,0.618314178287983,0.8130999967455864,0.6341141411662101,0.8080666625499725
139,0.6115515741705895,0.8131999957561493,0.6298845944305261,0.8097999956210454
140,0.6228230707347393,0.8094999951124191,0.5993432082732518,0.8193333278099696
141,0.6411232817173004,0.8046999964118003,0.6267192743221919,0.8119999953111012
142,0.6343022337555886,0.8064999923110008,0.6261780764659246,0.811733327905337
143,0.6252702604979277,0.8097999998927117,0.6008132862548033,0.8141999953985214
144,0.6402028815448284,0.8073999950289726,0.6199807539085547,0.8145999956130981
145,0.6332780048251152,0.8072999972105026,0.6145800844828287,0.8161333296696345
146,0.6126107223331928,0.8159999969601631,0.6118277555207411,0.8147333280245463
147,0.6043041314184666,0.8159999951720238,0.6157331082224846,0.8131999935706457
148,0.594937888532877,0.8218999943137169,0.6130858045319716,0.8142666616042455
149,0.6403580638766289,0.8023999950289726,0.5975519772370657,0.8180666617552439
